Block #,Onset-time(s),Category,TaskMatch,Image Name,Image Path
1,0.000000,0,blank,blank-33.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-33.jpg
1,0.500000,0,blank,blank-34.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-34.jpg
1,1.000000,0,blank,blank-35.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-35.jpg
1,1.500000,0,blank,blank-36.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-36.jpg
1,2.000000,0,blank,blank-37.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-37.jpg
1,2.500000,0,blank,blank-38.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-38.jpg
1,3.000000,0,blank,blank-39.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-39.jpg
1,3.500000,0,blank,blank-40.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-40.jpg
2,4.000000,1,faces,faces-33.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-33.jpg
2,4.500000,1,faces,faces-34.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-34.jpg
2,5.000000,1,faces,faces-35.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-35.jpg
2,5.500000,1,faces,faces-36.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-36.jpg
2,6.000000,1,faces,faces-37.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-37.jpg
2,6.500000,1,faces,faces-38.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-38.jpg
2,7.000000,1,faces,faces-39.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-39.jpg
2,7.500000,1,faces,faces-40.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-40.jpg
3,8.000000,4,scenes,scenes-33.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-33.jpg
3,8.500000,4,scenes,scenes-34.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-34.jpg
3,9.000000,4,scenes,scenes-35.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-35.jpg
3,9.500000,4,scenes,scenes-36.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-36.jpg
3,10.000000,4,scenes,scenes-37.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-37.jpg
